種類,公司類型,招聘職位,薪金,公司名稱,學歷,經驗/技能,職責
接待員,酒店,接待員,"$11,000-$18,000/按月",澳門喜來登大酒店,"高中教育,廣東話良好;普通話一般;英語一般",1年相關工作經驗;專業資格:具相關工作經驗者將會優先考慮,• 透過親身、電話或電子媒介等方式向賓客(包括但不限於企業伙伴、客戶、貴賓及名人)提供諮詢、預訂、票務、款接、侍候、導覽、陪伴及個人專屬服務，例如各類餐飲體驗、休閒娛樂活動、跟進客房佈置及清潔服務等，並於需要時處理結帳； • 確保根據標準與程序向賓客解釋及推銷服務、設施和產品； • 有時需外勤或陪同客戶外出，例如被指派到碼頭、機場或指定地點進行接送及協助客戶處理行李； • 必須與賓客建立良好的關係及保持與賓客的聯繫，以妥善迅速地處理他們的各種需求；通過互動提升賓客體驗，為賓客準備一些有趣小驚喜或小玩意，製造難忘/驚喜/浪漫時刻； • 需使用電子設備及系統處理及記錄工作相關事宜，包括發放通知及分派指示予有關單位，並處理有關單位之回饋； • 需記錄、點算及分發日常工作之相關用品，並進行匯報、補充及整理庫存等同類型工作； • 需被分派至不同的部門與區域以更有效地接待賓客，當中包括但不限於：酒店營運、市場推廣、娛樂統籌、廣告、電子商務及會議展覽等； • 需執行其他同類職務，且職責包含但不限於上級委派之工作； • 需協調其他工作人員
接待員,酒店,Service Agent - Food & Beverage 悠然坊服務員 - 餐飲,"$11,000-$12,000/按月",StarWorld Hotel Company Limited 星際酒店有限公司,"不論學歷,廣東話良好;普通話良好",,- 在貴賓室迎接客人抵達和離開，登記客人預訂和操作 - 引導客人抵達用餐區，在自助櫃檯介紹食物，並根據要求介紹其他餐飲場所的單點菜單。 - 客人離開後立即清潔餐桌和客艙，補充所有用過的便利設施（即餐具、毛巾、賓客便利設施、洗浴用品），以備下一位客人使用。 - 檢查和維護 Relaxation Lounge 的所有設施、設備、設施和公共區域，以在營業時間內保持所有區域井井有條、整潔乾淨。 - 當自助食品櫃檯的物品和用具需要補充或必要時，與餐飲部協調
接待員,酒店,康樂服務員,"$11,000/按月",永利渡假村(澳門)股份有限公司,"高中教育,廣東話良好;普通話一般;略懂英語",,須清楚了解渡假村內的所有康樂設施和服務，以便為賓客提供優質的客戶服務，包括為賓客落單及提供泳池用品。
接待員,酒店,前堂部接待員,"$10,500/按月",麗景灣藝術酒店,"高中教育,廣東話良好;普通話一般;英語良好",專業資格:具一定的英語及普通話表達能力,主要負責登記入住，退房，客人諮詢，投訴處理，幫助及解決客人的入住需要。
接待員,酒店,賓客服務總管,"$10,000-$16,000/按月",凱旋門酒店管理有限公司,"高等教育,廣東話良好;普通話良好;英語良好",6年相關工作經驗,
接待員,酒店,客戶服務員,"$10,000-$11,000/按月",新濠天地渡假村有限公司,"高等教育,廣東話良好;普通話良好;英語良好",1年相關工作經驗,迎接賓客 辦理客人入住及退房手續，處理及滿足賓客的要求 協助搬運行李或安排出租車及相關事宜 接受上級委派之工作
接待員,酒店,接待員,"$10,000-$11,000/按月",利澳酒店有限公司,"高等教育,大學畢業,廣東話良好;普通話良好;英語一般",1年相關工作經驗;職業技能:一般電腦文書處理,1.在酒店前堂款接及安排賓客入住酒店 2.記錄訂房事宜、分配客房及將房間鑰匙遞交賓客 3.接聽來電，傳達口訊 4.協助住客辦理付賬及離開酒店的手續等
接待員,酒店,前臺服務員,"$10,000-$11,000/按月",澳門漁人碼頭國際投資股份有限公司,"高等教育,廣東話良好;普通話一般;略懂葡語;英語一般","1年相關工作經驗;職業技能:熟悉word,excel,酒店的訂房系統",1). 負責客戶服務工作，入住登記; 2). 電話接聽、處理投訴個案、解答客戶的諮詢或預約要求等;
接待員,酒店,接待員,"$10,000-$15,500/按月",威尼斯人澳門股份有限公司,"初中教育,廣東話良好;普通話良好;英語一般",職業技能:熟悉ACSC、 Opera、 OWS、 Table Touch等系統者優先,"""•透過親身、電話或電子媒介等方式向賓客(包括但不限於企業伙伴、客戶、貴賓及名人)提供諮詢、預訂、票務、款接、侍候、導覽、陪伴及個人專屬服務，例如各類餐飲體驗、休閒娛樂活動、跟進客房佈置及清潔服務等，於需要時處理結帳； •確保根據標準與程序向賓客解釋及推銷服務、設施和產品； •有時需外勤或陪同客戶外出，如被指派到碼頭、機場或指定地點進行接送及協助客戶處理行李； •必須與賓客建立良好的關係及保持與賓客聯繫，妥善迅速地處理他們的各種需求；通過互動提升賓客體驗，為賓客準備一些有趣小驚喜或小玩意，製造難忘/驚喜/浪漫時刻； •使用電子設備及系統處理及記錄工作相關事宜，包括發放通知及分派指示予有關單位，處理有關單位之回饋； •記錄、點算及分發日常工作之相關用品，進行匯報、補充及整理庫存等同類型工作； •被分派至不同的部門與區域以更有效地接待賓客，包括但不限於：酒店營運、市場推廣、娛樂統籌、廣告、電子商務及會議展覽等； •執行其他同類職務，職責包含但不限於上級委派之工作；協調其他工作人員，部份較資深的接待員需同時擔當小組隊目協助上級向接待員分派指示，並需指引、引導及輔助資淺工作人員"
接待員,酒店,前台服務員,"$10,000-$11,000/按月",新澳門置地管理有限公司,"高等教育,旅遊,廣東話良好;普通話良好;英語良好",1年相關工作經驗,為客人提供高質素之前台接待等服務 語言要求：需有一定的英文水平
接待員,酒店,客戶關係服務員,"$10,000-$13,000/按月",新澳門置地管理有限公司,"高中教育,廣東話良好;普通話良好;英語良好",1年相關工作經驗,主要負責酒店的前線工作，在酒店的前堂提供服務，如替客人辦理入住，退房及結帳手續，解答客人的咨詢，傳遞信息及處理投訴等。
接待員,酒店,接待服務員,"$9,950-$18,900/按月",永利渡假村(澳門)股份有限公司,"高中教育,廣東話良好;普通話一般;英語一般",,負責為渡假村的賓客提供親切及專業的優質客戶服務，確保讓賓客感到滿意。
獸醫,醫療及衛生服務,獸醫,"$35,000/按月",藍澳動物醫院,"高等教育,大學專科畢業,廣東話良好;普通話良好;略懂英語",1年相關工作經驗;專業資格:專業獸醫牌照,負責動物治療; 處方藥物
獸醫,動物診所,MEDICO VETERINARIO,"$30,000-$40,000/按月",TAIPAVET VETERINARY CLINIC LDA.,"高等教育,英語良好",3年相關工作經驗;專業資格:CURSO SUPERIOR EM MEDICINA VETERINARIA,CONSULTAS (MEDICINA INTERNA) E CIRURGIAS DE TECIDOS MOLES E ORTOPEDICAS. EXAMES DE DIAGNOSTICO.
獸醫,醫療及衛生服務,獸醫,"$30,000-$35,000/按月,另有佣金",藍澳動物醫院,"高等教育,大學專科畢業,廣東話良好;普通話良好;略懂英語",1年相關工作經驗;職業技能:專業執照,"負責動物治療, 處方藥物"
影音操作員,工程公司,高級燈光技術及操作主任,"$30,000/按月",創新彩亞洲（澳門）照明有限公司,"高等教育,建築、室內設計或燈光專業本科以上學歷,英語良好",5年相關工作經驗;專業資格:懂得燈光控制系統及燈光知識，熟悉2D AUTO CAD電腦軟件,"大型燈光相關作業及燈光現場調控,DMX控制 燈具、線材故障基本維修能力 基本繪圖WYSIWYG"
影音操作員,網絡媒體,攝影及剪輯技術員,"$12,000/按月",UTV澳門網絡媒體一人有限公司,"高等教育,主修新聞、傳媒專業優先,廣東話良好;普通話良好;英語一般",2年相關工作經驗,熟悉拍攝及剪輯軟件，有創意，對於劇情拍攝亦有一定經驗。
管理人員,酒店,行政管家,"$35,000-$52,000/按月",澳門喜來登大酒店,"高等教育,酒店管理,廣東話良好;普通話良好;英語良好","10年相關工作經驗;專業資格:需具備8年或以上國際大型連鎖5星級酒店的管家營運經驗; 具備6年或以上領導、管理、培訓經驗, 並且十分熟悉管家日常運作; 流利中英語溝通; 熟悉庫存、預算及相關報告等行政工作",• 協助管家部總監執行管家部的管理工作、分配管家部人員的日常工作安排，以確保部門的運作順利； • 協助制訂房口服務的工作程序指引，落實監控服務品質、客房的整潔及衛生水平均符合萬豪國際集團的全球性標準； • 推動優化房口服務流程方案，以提升客人的住宿體驗； • 監控管家部的物資庫存、成本預算及執行環境節能項目； • 負責管家部的人員招聘、工作時間表編排及工作表現評估，以確保有足夠及適當人手提供服務； • 指導管家部房口人員及實習學員，並提供所需的專業知識及技能培訓； • 需執行其他同類職務及協調其他工作人員。
管理人員,銀行及金融中介,交易管理崗,"$25,000/按月",中華(澳門)金融資產交易股份有限公司,"高等教育-碩士研究生以上金融，經濟，統計，財務等相關專業,廣東話良好;普通話良好;英語良好",3年相關工作經驗;職業技能:熟练使用办公软件;專業資格:對金融，風險管理知識有深刻理解，熟悉證券交易管理流程;,"""根據相關法律法規與金融監管制度要求制定完善交易規則及業務流程。 全面瞭解本澳金融監管相關法律制度和境內外證券交易場所產品業務規則； 基於產品發行、交易、登記託管結算等法律法規要求與業務需求，設計交易規則制度體系，制訂業務規則及操作流程； 負責交易規則檔的監管溝通報備、發佈修訂等相關工作； 負責交易管理相關系統開發需求收集整理，與技術部門溝通需求開發事宜。 負責交易相關業務操作、統計管理、交易監測分析等工作。 根據相關法律法規、交易規則及業務流程要求開展交易業務操作； 負責交易相關資訊統計報表製作與報送； 負責交易日常監測，跟蹤分析交易風險並提出具體解決方案； 負責交易資料整理匯總，撰寫市場運行定期分析報告與專題報告。"""
傳譯及翻譯員,建築,中葡英文翻譯員,"$30,000/按月",查理斯通工程技術與顧問有限公司,"高等教育,廣東話一般;普通話良好;葡語良好;英語良好",3年相關工作經驗,1、需要精通葡文、中文及英文；2、工作經常需要去葡語系國家出差；
攝影師,文娛及康體服務業,攝影師,"$12,000-$13,000/按月,另有佣金",童畫王國攝影有限公司,"不論學歷,廣東話良好;普通話一般;略懂英語",,拍摄0-12岁儿童、全家福、孕妇等照片，根据客户要求进行拍前简单沟通，为客户设计拍摄风格、姿态等；
業務分析員,百貨公司,銷售計劃業務分析師,"$25,000-$35,000/按月",NEW YAOHAN,"高等教育,廣東話良好;普通話良好;略懂葡語;英語良好",5年相關工作經驗;專業資格:修讀財務/管理或工商管理相關學科,"1. 提供準確與及時的資料以協助銷售團隊每月/季度之預算 2. 識別及評估銷售與毛利率機會； 3. 監控市場份額銷售, 毛利潤及貨存。"
法律專業人員,天然氣運送,法務顧問,"$40,000-$60,000/按月",澳門天然氣有限公司,"高等教育,相關科目碩士畢業或以上,普通話良好;英語良好",5年相關工作經驗;專業資格:對國際能源業的法務方面具有經驗及知識; 必須能講及寫流利國語及英語; 頻密出差到外地工作,負責興建液化天然氣接收站項目及日後營運的合約及相關法務方面的事宜
環境學技術員,建築,營運技術員(污水處理),"$20,000-$23,000/按月",振耀建築有限公司,"職業技術教育,環境工程/機電工程/土木工程/化學工程/供排水工程專科或以上,廣東話良好;普通話一般;英語一般","1年相關工作經驗;職業技能:基本電腦軟件, SCADA 數據採集與監控系統;專業資格:1年以上營運工作經驗","擔任污水處理設施的營運技術員，量度及記錄污水量，監察污水處理設備的正常運作，監督水質質量,氣味及氣體監察等等"
環境技術員,,工程技工(環境監測技工),"$14,000-$15,000/按月",上海輝固(澳門)有限公司,"初中教育,廣東話良好;普通話良好",1年相關工作經驗;專業資格:熟練使用環境監測儀及簡單保養,"負責公司環境,安全監測項目的現場情況, 熟練使用噪音,空氣污染,光污染,水質檢測,安全監測相關儀器設備"
生物技術員,環保服務公司,環保檢測技術員,"$26,000/按月",佳力高環保科技測試有限公司,"高等教育,需要碩士程度,廣東話良好;英語良好",10年相關工作經驗,
金融財務技術員,銀行及金融中介,業務運營專員,"$40,000-$60,000/按月",螞蟻銀行（澳門）股份有限公司,"高等教育,廣東話良好;普通話良好;英語良好","3年相關工作經驗;職業技能:金融, 經濟, 會計或相關專業","承接資產負債管理, 流動性管理, 資產證券化, 同業業務等需求, 設計交易結構及整體解決方案;承擔金融市場及創新型融資產品的調研, 商業分析, 商務談判, 業務設計, 研發需求設計, 政策風險管理設計, 運營規劃工作, 協調, 調動資金運營, 技術, 政策, 風險管理, 法務等部門, 完成產品設計, 開發, 運營全流程管理商業結果"
金融財務技術員,銀行及金融中介,結構融資客戶經理,"$30,000/按月",大豐銀行股份有限公司,"高等教育,大學畢業或以上學歷，主修金融、經濟、財務或商務等相關專業,廣東話一般;普通話良好;英語一般",5年相關工作經驗;專業資格:具備5年或以上債權投資/結構化融資業務或審計相關經驗；具敏銳市場觸覺，高度風險管理意識及較強應變能力,負責結構化融資業務、貿易融資業務產品的經營策略、客戶關係開拓和管理等相關工作。
金融財務技術員,銀行及金融中介,業務策劃員（金融科技）,"$18,000-$23,000/按月",中國銀行股份有限公司澳門分行,"高等教育,具學士或以上學歷。具金融、信息科技專業相關學位及碩士學歷者，同等條件下優先考慮。,廣東話一般;普通話良好;英語良好",1年相關工作經驗;專業資格:熟悉海内外市場環境，具備一定的金融科技業務實踐經歷；具良好的溝通協調、項目策劃及報告撰寫能力。,• 對銀行相關業務進行資料整理、市場分析及報告撰寫等工作，並定期彙報上級； • 協助研究或構思業務策劃及項目流程優化； • 負責金融科技相關業務，包括但不僅限於人工智能、區塊鏈、雲計算、大數據等範疇； • 跟進上述工作的執行情況，並向客戶或相關業務人員提供服務和決策資訊； • 承辦上級交辦的其他工作。
金融財務技術員,銀行及金融中介,行業研究員,"$17,000-$30,000/按月",中國銀行股份有限公司澳門分行,"高等教育,具商業分析、數據分析、統計、數學等相關學士或以上學歷。,廣東話一般;普通話一般;英語良好",職業技能:能熟練運用Python、R、SQL等數據分析語言及應用軟件。;專業資格:具優秀的數字化思維，較強的市場觸覺和數據敏感度；具備一定行業分析的實踐經驗。,• 結合我行商業發展戰略，進行業務數據與行業調研分析，包括但不限於市場競爭分析、消費者行為分析、產品分析等，為我行業務發展提供決策支持，並通過數據洞察我行商業問題和發展機遇； • 為營銷、產品設計、運營等業務團隊提供商業分析支持，結合數據分析和調研提出策略建議，推動業務落地實施； • 承辦上級交辦的其他工作。
